as_of_date,category,stock_quantity,days_until_expiry,original_price,candidate_price,discount_pct,recent_7d_velocity,previous_23d_velocity,weekday,observation_count,units_sold_before_expiry
2026-05-08,Grocery,51,11,280.86,182.56,35,1.082,0.4606,6,3,14.92
2026-05-09,Dairy,73,13,290.4,232.32,20,1.9239,1.5068,0,23,35.5
2026-05-10,Dairy,32,13,352.8,317.52,10,2.2815,1.5574,1,8,30.88
2026-05-11,Produce,79,5,78.97,67.12,15,1.7602,2.0226,2,5,13.55
2026-05-12,Bakery,36,30,48.69,41.39,15,2.1925,1.6036,3,17,36
2026-05-13,Dairy,68,5,99.52,59.71,40,1.7442,1.7069,4,25,23.01
2026-05-14,Meat,54,25,334.7,200.82,40,1.1991,0.9175,5,22,54
2026-05-15,Produce,69,26,336.68,202.01,40,2.728,1.5121,6,13,69
2026-05-16,Dairy,20,30,75.57,68.01,10,1.7248,1.9351,0,16,20
2026-05-17,Seafood,56,11,194.07,174.66,10,0.5318,0.7911,1,3,11.33
2026-05-18,Grocery,66,3,125.35,87.74,30,1.4971,0.8137,2,16,7.08
2026-05-19,Dairy,15,27,104.88,62.93,40,1.9981,1.449,3,26,15
2026-05-20,Seafood,56,25,74.09,55.57,25,1.3652,0.7532,4,20,53.96
2026-05-21,Meat,14,3,297.63,238.1,20,0.5186,1.0193,5,21,2.28
2026-05-22,Bakery,70,13,489.56,416.13,15,1.355,1.7143,6,9,27.21
2026-05-23,Produce,4,27,262.31,170.5,35,2.6465,1.969,0,6,4
2026-05-24,Grocery,27,8,225.26,202.73,10,0.4819,1.0721,1,18,5.34
2026-05-25,Meat,70,28,181.48,181.48,0,1.1032,0.9994,2,10,27.94
2026-05-26,Grocery,23,22,310.65,232.99,25,0.3836,0.6408,3,19,18.25
2026-05-27,Dairy,56,11,454.31,363.45,20,1.0017,0.5912,4,7,13.76
2026-05-28,Grocery,38,28,499.62,399.7,20,0.8034,0.862,5,13,36.82
2026-05-29,Seafood,46,29,75.27,56.45,25,1.2862,1.0551,6,5,46
2026-05-30,Produce,35,24,420.23,273.15,35,1.3834,3.0427,0,6,35
2026-05-31,Seafood,26,23,360.67,234.44,35,0.9601,0.7726,1,22,26
2026-06-01,Deli,36,12,71.39,57.11,20,1.1202,1.1236,2,13,17.58
2026-06-02,Dairy,43,4,210.07,210.07,0,1.4447,1.4641,3,15,6.0
2026-06-03,Meat,46,22,393.21,393.21,0,0.67,0.8959,4,24,16.52
2026-06-04,Deli,77,12,280.73,238.62,15,0.5606,0.619,5,22,16.42
2026-06-05,Meat,25,28,358.74,215.24,40,1.3241,0.5319,6,9,25
2026-06-06,Deli,14,21,223.81,201.43,10,1.4608,1.2993,0,16,14
2026-06-07,Grocery,64,1,353.9,318.51,10,0.9091,0.787,1,12,1.12
2026-06-08,Bakery,26,23,170.17,144.64,15,1.1776,1.1001,2,22,26
2026-06-09,Meat,32,29,410.11,410.11,0,1.0421,0.4808,3,8,28.9
2026-06-10,Produce,58,8,173.52,173.52,0,2.7285,2.4195,4,11,22.92
2026-06-11,Dairy,73,10,439.49,329.62,25,1.1361,2.2325,5,3,36.17
2026-06-12,Dairy,38,23,141.21,98.85,30,2.2108,1.5281,6,5,38
2026-06-13,Bakery,68,22,227.25,204.53,10,2.0183,2.3561,0,11,56.76
2026-06-14,Bakery,76,20,160.38,120.28,25,1.3883,1.8111,1,9,49.51
2026-06-15,Grocery,43,2,172.75,146.84,15,0.8665,0.9177,2,5,3.05
2026-06-16,Produce,10,21,266.57,226.58,15,1.7905,2.1573,3,3,10
2026-06-17,Produce,43,7,207.08,155.31,25,1.2954,2.33,4,8,27.81
2026-06-18,Bakery,25,21,139.88,90.92,35,1.6378,1.242,5,22,25
2026-06-19,Dairy,24,25,295.68,236.54,20,0.05,1.5508,6,21,21.14
2026-06-20,Deli,11,3,321.93,257.54,20,1.1411,1.1588,0,28,4.23
2026-06-21,Deli,38,5,335.51,285.18,15,0.9903,1.104,1,24,8.56
2026-06-22,Dairy,27,17,153.33,122.66,20,1.6328,1.8625,2,10,27
2026-06-23,Deli,63,7,201.19,130.77,35,1.1376,0.7437,3,26,15.09
2026-06-24,Bakery,58,17,393.62,275.53,30,1.9486,1.4894,4,15,58
2026-06-25,Meat,73,5,181.64,181.64,0,1.5947,0.888,5,29,8.36
2026-06-26,Seafood,76,1,434.44,369.27,15,1.5082,0.8143,6,28,0.65
2026-06-27,Meat,80,12,154.19,92.51,40,0.4282,1.4666,0,10,12.22
2026-06-28,Meat,80,14,439.97,285.98,35,1.045,1.3213,1,18,24.86
2026-06-29,Grocery,8,11,147.84,133.06,10,0.6033,1.1184,2,3,8
2026-06-30,Bakery,78,25,404.13,282.89,30,1.6805,2.4751,3,11,78
2026-07-01,Deli,54,24,341.81,222.18,35,1.1095,0.766,4,22,54
2026-07-02,Meat,61,9,32.79,29.51,10,0.3723,1.2703,5,30,6.09
2026-07-03,Seafood,77,14,49.46,37.09,25,0.4014,0.473,6,5,7.02
2026-07-04,Bakery,30,25,404.25,303.19,25,2.2422,0.5287,0,13,30
2026-07-05,Grocery,48,16,223.94,156.76,30,0.8426,1.2728,1,20,25.58
2026-07-06,Produce,57,17,473.25,425.93,10,1.2292,2.5872,2,24,37.01
2026-07-07,Dairy,39,7,354.79,248.35,30,2.5934,1.0064,3,16,25.89
2026-07-08,Meat,44,17,33.86,25.39,25,0.7208,1.7459,4,16,28.71
2026-07-09,Seafood,76,23,400.72,320.58,20,0.4644,0.6681,5,7,20.9
2026-07-10,Seafood,36,23,453.09,294.51,35,1.4345,1.123,6,13,36
2026-07-11,Seafood,18,15,167.81,167.81,0,0.8559,1.0353,0,30,11.06
2026-07-12,Produce,33,28,280.99,168.59,40,1.6129,2.1617,1,19,33
2026-07-13,Seafood,55,3,386.28,309.02,20,1.3163,0.679,2,10,5.01
2026-07-14,Seafood,55,24,433.24,433.24,0,0.8011,0.7431,3,26,17.16
2026-07-15,Seafood,5,3,390.65,332.05,15,0.883,0.5708,4,22,4.3
2026-07-16,Deli,29,3,25.73,19.3,25,0.8896,0.8671,5,25,3.27
2026-07-17,Grocery,47,15,273.99,164.39,40,1.5592,1.1997,6,13,41.87
2026-07-18,Grocery,9,5,474.04,308.13,35,1.0639,1.2495,0,11,8.63
2026-07-19,Grocery,79,17,204.32,163.46,20,1.4833,1.0406,1,24,37.19
2026-07-20,Dairy,31,7,201.12,130.73,35,2.2048,1.8769,2,10,30.28
2026-07-21,Seafood,60,4,168.19,117.73,30,0.8015,0.354,3,8,5.34
2026-07-22,Produce,20,14,209.36,136.08,35,1.4298,2.1777,4,20,20
2026-07-23,Meat,66,16,150.86,90.52,40,1.2358,1.7382,5,22,49.02
2026-07-24,Deli,39,22,333.78,250.33,25,1.5531,0.7185,6,9,39
2026-07-25,Grocery,61,24,398.93,398.93,0,1.25,1.5106,0,18,27.99
2026-07-26,Grocery,56,15,289.85,217.39,25,1.7011,1.0953,1,16,42.13
2026-07-27,Grocery,13,12,171.36,102.82,40,1.0991,0.8507,2,5,13
2026-07-28,Deli,63,25,389.1,311.28,20,1.7211,1.3749,3,4,63
2026-07-29,Meat,38,28,375.78,244.26,35,0.5635,0.884,4,19,38
2026-07-30,Dairy,40,8,368.12,257.68,30,1.555,2.7855,5,16,34.65
2026-07-31,Deli,46,8,478.07,382.46,20,0.6181,1.3256,6,16,9.36
2026-08-01,Grocery,4,2,434.31,434.31,0,0.9946,1.0725,0,5,3.1
2026-08-02,Bakery,34,24,412.09,288.46,30,1.797,1.898,1,22,34
2026-08-03,Produce,79,25,263.39,171.2,35,3.1154,0.3492,2,13,79
2026-08-04,Meat,60,7,399.09,299.32,25,1.1925,0.9926,3,26,13.38
2026-08-05,Deli,60,16,226.9,204.21,10,0.4878,1.1588,4,3,13.67
2026-08-06,Deli,62,24,373.21,242.59,35,1.4642,0.7777,5,28,62
2026-08-07,Seafood,73,13,445.58,445.58,0,0.87,0.4748,6,22,8.79
2026-08-08,Meat,5,12,275.21,247.69,10,1.359,1.0676,0,10,5
2026-08-09,Produce,3,8,371.75,315.99,15,0.4703,2.0298,1,29,3
2026-08-10,Grocery,33,22,320.99,208.64,35,0.7596,1.0795,2,11,33
2026-08-11,Bakery,11,12,127.73,114.96,10,1.2003,1.6955,3,30,11
2026-08-12,Dairy,73,7,305.62,275.06,10,1.9202,1.4847,4,19,22.7
2026-08-13,Deli,36,6,241.22,180.91,25,1.2144,1.1768,5,6,13.17
2026-08-14,Bakery,24,30,460.25,368.2,20,2.2347,1.9276,6,10,24
2026-08-15,Seafood,13,12,280.2,182.13,35,0.285,1.218,0,6,12.7
2026-08-16,Dairy,29,3,461.37,415.23,10,1.0491,1.2098,1,7,4.24
2026-08-17,Deli,50,17,117.91,76.64,35,1.273,0.7592,2,22,39.37
2026-08-18,Meat,71,25,198.22,168.49,15,1.2252,0.9677,3,22,35.87
2026-08-19,Deli,10,11,409.2,306.9,25,1.0271,0.6791,4,20,10
2026-08-20,Grocery,49,11,408.63,367.77,10,0.8705,0.8026,5,22,14.42
2026-08-21,Dairy,71,7,122.63,110.37,10,1.1137,1.2968,6,20,10.78
2026-08-22,Produce,8,25,372.86,298.29,20,1.0908,2.2133,0,11,8
2026-08-23,Seafood,27,13,148.08,125.87,15,0.8303,1.0461,1,21,14.25
2026-08-24,Grocery,33,24,489.59,489.59,0,0.3361,1.2632,2,6,11.44
2026-08-25,Dairy,68,3,174.34,104.6,40,1.8626,1.2877,3,15,12.77
2026-08-26,Bakery,34,7,64.83,45.38,30,1.7674,1.1184,4,5,29.91
2026-08-27,Deli,7,8,115.16,86.37,25,1.0668,1.5766,5,6,7
2026-08-28,Bakery,55,20,196.27,147.2,25,1.6074,1.5585,6,17,55
2026-01-01,Grocery,58,24,137.76,103.32,25,0.6664,1.5565,0,8,34.21
2026-01-02,Meat,15,19,92.15,69.11,25,1.4362,1.0397,1,12,15
2026-01-03,Produce,16,3,35.88,32.29,10,3.0106,1.5075,2,22,12.39
2026-01-04,Bakery,10,1,450.21,382.68,15,1.7312,2.0194,3,28,3.32
2026-01-05,Produce,54,4,279.38,181.6,35,2.7165,0.78,4,28,23.59
2026-01-06,Grocery,54,12,105.99,68.89,35,1.1194,1.1994,5,15,24.66
2026-01-07,Dairy,70,1,116.94,87.7,25,0.5588,1.5174,6,3,1.16
2026-01-08,Deli,32,19,91.1,63.77,30,0.5285,0.5925,0,20,17.48
2026-01-09,Produce,9,15,359.14,305.27,15,2.1318,2.1471,1,30,9
2026-01-10,Deli,46,18,317.45,269.83,15,0.8291,1.194,2,17,25.29
2026-01-11,Bakery,47,5,66.98,46.89,30,2.1903,2.5904,3,19,27.08
2026-01-12,Seafood,5,21,360.59,306.5,15,1.0312,1.4615,4,15,5
2026-01-13,Bakery,51,26,45.86,45.86,0,2.4816,2.9205,5,28,51
2026-01-14,Deli,41,28,446.04,334.53,25,1.2613,0.5798,6,25,41
2026-01-15,Meat,8,11,366.06,366.06,0,1.0928,1.2376,0,19,8
2026-01-16,Deli,53,14,482.39,361.79,25,1.1886,1.2453,1,15,29.49
2026-01-17,Deli,48,21,229.92,195.43,15,1.2988,1.6527,2,17,33.32
2026-01-18,Produce,51,29,190.11,152.09,20,1.6918,2.5325,3,4,51
2026-01-19,Grocery,19,21,445.4,378.59,15,1.0418,0.9461,4,26,19
2026-01-20,Seafood,74,7,206.54,154.91,25,0.9751,0.5422,5,24,11.45
2026-01-21,Seafood,13,15,382.99,382.99,0,0.9128,0.9483,6,26,12.19
2026-01-22,Deli,69,28,303.76,212.63,30,1.8233,1.1418,0,25,69
2026-01-23,Meat,42,10,59.87,53.88,10,1.0577,1.6993,1,10,14.82
2026-01-24,Deli,19,15,291.38,203.97,30,0.1537,1.8695,2,16,13.36
2026-01-25,Grocery,10,7,414.53,290.17,30,0.9758,0.8456,3,28,10
2026-01-26,Meat,68,9,385.59,250.63,35,0.6545,1.26,4,27,13.51
2026-01-27,Grocery,45,27,205.5,174.67,15,0.8236,0.9,5,20,36.07
2026-01-28,Produce,23,6,274.63,233.44,15,0.3624,1.7336,6,27,3.91
2026-01-29,Seafood,70,4,128.71,102.97,20,0.8356,0.9563,0,16,5.96
2026-01-30,Meat,41,24,348.72,226.67,35,0.824,0.7628,1,18,36.63
2026-01-31,Meat,54,1,157.31,125.85,20,0.7978,1.1333,2,21,1.23
2026-02-01,Grocery,21,11,62.69,43.88,30,1.3048,0.9191,3,18,21
2026-02-02,Deli,47,29,349.75,244.82,30,1.0,1.0759,4,11,47
2026-02-03,Meat,61,23,483.55,435.19,10,1.09,1.2178,5,23,36.97
2026-02-04,Deli,52,17,349.85,297.37,15,0.8656,1.3381,6,6,27.08
2026-02-05,Seafood,66,20,226.59,158.61,30,1.2588,0.9605,0,14,42.45
2026-02-06,Seafood,12,11,389.56,253.21,35,0.843,1.0219,1,16,12
2026-02-07,Dairy,4,30,458.92,458.92,0,1.868,1.2196,2,26,4
2026-02-08,Meat,26,27,53.99,48.59,10,0.9006,1.2309,3,13,26
2026-02-09,Meat,22,16,106.96,80.22,25,1.2521,1.3474,4,27,22
2026-02-10,Meat,30,26,170.02,144.52,15,0.7076,1.1434,5,27,30
2026-02-11,Deli,9,14,478.59,478.59,0,1.3785,1.1016,6,9,9
2026-02-12,Deli,3,18,59.19,41.43,30,1.5099,0.9188,0,19,3
2026-02-13,Grocery,65,13,74.56,52.19,30,1.6219,0.8896,1,3,32.73
2026-02-14,Deli,77,8,98.26,63.87,35,2.0544,1.3925,2,26,26.75
2026-02-15,Seafood,20,13,260.49,260.49,0,0.9241,0.5907,3,15,8.62
2026-02-16,Produce,41,28,321.42,289.28,10,2.8389,2.573,4,14,41
2026-02-17,Grocery,22,15,406.43,284.5,30,0.3706,0.986,5,5,14.22
2026-02-18,Deli,30,11,289.61,289.61,0,0.9866,0.8487,6,5,12.01
2026-02-19,Dairy,26,13,222.97,178.38,20,1.0308,1.9051,0,18,23.48
2026-02-20,Produce,37,17,162.07,105.35,35,2.8983,2.0122,1,18,37
2026-02-21,Seafood,13,11,341.49,307.34,10,0.8339,0.8228,2,18,11.0
2026-02-22,Deli,11,12,97.76,73.32,25,0.9742,1.8094,3,9,11
2026-02-23,Produce,57,4,460.89,391.76,15,1.7442,1.11,4,10,10.86
2026-02-24,Meat,46,25,339.91,203.95,40,1.0421,1.4546,5,21,46
2026-02-25,Bakery,5,16,196.78,147.59,25,2.6851,1.7347,6,28,5
2026-02-26,Produce,42,7,130.76,84.99,35,1.0033,1.7975,0,28,21.84
2026-02-27,Meat,21,6,369.81,277.36,25,1.5557,1.1724,1,4,10.06
2026-02-28,Grocery,33,13,166.77,150.09,10,0.8128,1.2336,2,4,13.7
2026-03-01,Produce,17,2,83.46,58.42,30,2.0815,1.5852,3,30,6.82
2026-03-02,Dairy,39,25,316.92,237.69,25,1.5122,1.6733,4,20,39
2026-03-03,Grocery,25,5,192.39,134.67,30,0.8319,0.6535,5,15,7.81
2026-03-04,Deli,31,4,187.74,112.64,40,1.0478,1.5356,6,17,8.67
2026-03-05,Dairy,43,20,97.03,82.48,15,2.1682,0.3565,0,14,42.15
2026-03-06,Meat,77,1,398.23,278.76,30,0.5824,1.1392,1,19,1.59
2026-03-07,Bakery,55,21,216.16,183.74,15,1.2817,2.076,2,27,39.59
2026-03-08,Deli,18,21,393.93,256.05,35,1.344,1.4168,3,23,18
2026-03-09,Deli,3,15,167.78,100.67,40,0.4641,1.4922,4,21,3
2026-03-10,Grocery,15,21,145.88,87.53,40,0.8033,0.6959,5,10,15
2026-03-11,Deli,74,4,190.92,133.64,30,0.4751,0.1516,6,19,1.49
2026-03-12,Produce,66,7,470.94,329.66,30,1.8402,1.4068,0,22,23.79
2026-03-13,Seafood,15,13,34.17,20.5,40,0.9498,0.6654,1,24,15
2026-03-14,Seafood,16,2,233.21,233.21,0,1.2252,0.7899,2,4,2.37
2026-03-15,Grocery,58,18,357.85,304.17,15,0.7315,1.2439,3,24,20.2
2026-03-16,Bakery,22,13,77.17,54.02,30,0.8328,1.3557,4,21,22
2026-03-17,Grocery,54,15,346.51,242.56,30,0.4838,1.5305,5,18,22.19
2026-03-18,Dairy,48,12,359.03,233.37,35,1.6738,1.5438,6,9,43.27
2026-03-19,Deli,13,25,484.34,387.47,20,1.574,1.4095,0,27,13
2026-03-20,Dairy,3,20,60.35,48.28,20,2.0642,1.6475,1,23,3
2026-03-21,Deli,32,20,230.3,184.24,20,1.0029,0.9788,2,26,32
2026-03-22,Meat,59,14,390.1,351.09,10,1.3897,1.0205,3,27,24.19
2026-03-23,Seafood,4,29,340.49,204.29,40,0.8524,0.8102,4,14,4
2026-03-24,Seafood,58,21,425.65,361.8,15,0.8452,0.9389,5,8,31.58
2026-03-25,Produce,33,14,451.04,270.62,40,3.211,2.5317,6,25,33
2026-03-26,Seafood,11,26,92.21,59.94,35,0.5238,1.0538,0,7,11
2026-03-27,Dairy,24,26,60.89,51.76,15,1.6439,1.3838,1,15,24
2026-03-28,Bakery,16,30,303.15,257.68,15,2.4328,0.9788,2,27,16
2026-03-29,Seafood,60,11,482.79,362.09,25,0.6636,0.7128,3,9,13.39
2026-03-30,Dairy,43,12,158.08,142.27,10,1.6839,1.6293,4,30,30.46
2026-03-31,Seafood,46,29,65.53,42.59,35,0.5155,1.0532,5,3,40.57
2026-04-01,Produce,21,11,52.52,47.27,10,1.8201,1.6104,6,19,21
2026-04-02,Deli,15,25,280.1,210.08,25,0.6268,1.7509,0,11,15
2026-04-03,Grocery,20,22,103.76,93.38,10,0.9705,1.3637,1,4,20
2026-04-04,Bakery,26,4,235.39,188.31,20,2.328,1.8695,2,3,14.61
2026-04-05,Meat,53,16,462.06,277.24,40,1.1992,1.0445,3,24,27.74
2026-04-06,Produce,58,16,76.49,61.19,20,1.0442,2.0931,4,26,39.38
2026-04-07,Meat,3,12,254.51,152.71,40,1.047,0.9872,5,18,3
2026-04-08,Dairy,39,2,284.16,184.7,35,2.1667,0.8895,6,6,6.6
2026-04-09,Meat,76,13,130.63,104.5,20,1.5333,0.7769,0,13,22.0
2026-04-10,Seafood,35,13,317.01,190.21,40,1.0724,0.792,1,5,29.4
2026-04-11,Grocery,44,2,366.01,292.81,20,0.945,0.9614,2,28,2.88
2026-04-12,Meat,75,2,366.68,220.01,40,0.8147,0.9542,3,7,2.83
2026-04-13,Deli,17,27,359.95,215.97,40,1.1115,1.0315,4,20,17
2026-04-14,Meat,27,4,213.63,181.59,15,1.4234,0.7763,5,3,7.03
2026-04-15,Grocery,25,9,80.99,56.69,30,1.1151,0.9476,6,26,15.99
2026-04-16,Dairy,46,25,477.49,310.37,35,2.6299,1.5704,0,6,46
2026-04-17,Grocery,6,19,286.44,171.86,40,0.8114,1.1791,1,22,6
2026-04-18,Dairy,50,7,283.99,212.99,25,1.569,1.806,2,23,24.43
2026-04-19,Bakery,55,1,196.99,157.59,20,2.2209,1.4835,3,11,4.14
2026-04-20,Grocery,30,19,391.46,274.02,30,1.153,1.4413,4,26,30
2026-04-21,Bakery,9,10,455.99,410.39,10,2.2613,2.3481,5,14,9
2026-04-22,Meat,77,21,360.6,360.6,0,1.5652,1.373,6,27,30.57
2026-04-23,Seafood,61,20,72.48,43.49,40,1.2168,1.0525,0,16,44.0
2026-04-24,Meat,10,15,449.29,336.97,25,1.1166,1.3258,1,25,10
2026-04-25,Grocery,45,1,69.28,45.03,35,0.9865,1.5459,2,21,2.1
2026-04-26,Deli,33,7,237.9,178.43,25,0.6081,1.5442,3,27,11.69
2026-04-27,Seafood,61,13,245.77,159.75,35,0.9271,0.8711,4,23,25.1
2026-04-28,Seafood,78,23,404.54,242.72,40,1.1667,0.7209,5,10,49.69
2026-04-29,Seafood,63,3,386.14,386.14,0,0.9275,1.0669,6,29,2.04
2026-04-30,Produce,60,24,183.33,110.0,40,1.6473,2.3733,0,30,60
2026-05-01,Deli,3,4,168.54,126.41,25,1.8627,0.7702,1,17,3
2026-05-02,Produce,30,26,425.76,383.18,10,1.4367,2.5926,2,30,30
2026-05-03,Deli,40,28,102.04,102.04,0,0.4987,1.3746,3,29,15.69
2026-05-04,Meat,41,23,406.3,264.1,35,0.6426,1.1766,4,4,37.87
2026-05-05,Grocery,63,19,211.3,126.78,40,0.661,1.3422,5,7,33.22
2026-05-06,Meat,61,19,97.06,63.09,35,1.3832,1.0075,6,19,43.2
2026-05-07,Deli,6,9,385.15,385.15,0,0.9486,1.0243,0,14,6
2026-05-08,Produce,4,14,425.35,276.48,35,1.2117,1.8397,1,8,4
2026-05-09,Seafood,55,21,57.15,48.58,15,1.3995,0.7034,2,30,30.29
2026-05-10,Grocery,59,29,447.93,268.76,40,1.0725,0.7224,3,27,50.57
2026-05-11,Produce,75,7,293.38,190.7,35,2.3063,2.3355,4,26,40.51
2026-05-12,Seafood,59,25,58.14,52.33,10,0.9395,1.1725,5,10,37.31
2026-05-13,Deli,19,4,288.1,187.27,35,1.4893,1.6676,6,23,14.3
2026-05-14,Dairy,28,10,102.88,82.3,20,1.6325,1.1881,0,4,18.09
2026-05-15,Seafood,30,5,317.97,254.38,20,0.8957,1.1636,1,3,7.92
2026-05-16,Seafood,51,28,293.85,220.39,25,0.3379,0.793,2,3,17.48
2026-05-17,Grocery,47,20,335.82,268.66,20,0.7647,1.3134,3,22,22.63
2026-05-18,Deli,20,3,265.28,212.22,20,1.6585,0.5212,4,4,7.43
2026-05-19,Seafood,36,13,145.56,101.89,30,0.8166,1.1999,5,6,26.09
2026-05-20,Meat,69,21,397.07,297.8,25,1.0057,1.2531,6,12,39.36
2026-05-21,Dairy,3,17,178.89,107.33,40,0.0951,2.2621,0,28,3
2026-05-22,Bakery,74,16,433.33,281.66,35,1.6898,1.0693,1,17,51.34
2026-05-23,Meat,6,13,347.4,347.4,0,1.1687,1.5368,2,5,6
2026-05-24,Grocery,14,2,320.18,224.13,30,1.1304,0.2797,3,9,2.06
2026-05-25,Meat,76,25,339.37,203.62,40,0.4896,0.8702,4,18,37.89
2026-05-26,Dairy,12,27,144.51,122.83,15,2.421,1.6993,5,28,12
2026-05-27,Grocery,76,6,413.28,247.97,40,1.3965,0.8011,6,3,13.5
2026-05-28,Dairy,26,7,282.4,282.4,0,1.7413,1.4124,0,5,10.69
2026-05-29,Produce,25,2,275.36,206.52,25,1.8499,2.2072,1,8,8.3
2026-05-30,Produce,3,23,64.08,38.45,40,1.8523,1.6322,2,11,3
2026-05-31,Bakery,38,13,276.67,235.17,15,1.2715,1.1003,3,15,29.32
2026-06-01,Grocery,62,5,176.78,176.78,0,1.2505,1.0526,4,15,5.54
2026-06-02,Produce,76,22,237.48,178.11,25,2.1079,2.1703,5,18,76
2026-06-03,Meat,46,30,163.87,131.1,20,0.8134,1.2287,6,14,46
2026-06-04,Meat,21,16,453.49,362.79,20,0.6165,1.4095,0,5,19.26
2026-06-05,Seafood,45,9,236.58,201.09,15,0.9066,0.9358,1,5,13.18
2026-06-06,Deli,71,24,187.56,168.8,10,0.8619,0.9245,2,6,27.51
2026-06-07,Meat,66,14,314.42,188.65,40,1.1655,1.062,3,7,31.18
2026-06-08,Deli,76,3,87.08,78.37,10,1.3411,1.0299,4,10,5.3
2026-06-09,Dairy,22,23,485.53,291.32,40,1.0168,1.9629,5,21,22
2026-06-10,Produce,28,28,383.13,268.19,30,1.0615,1.9721,6,23,28
2026-06-11,Deli,44,30,410.01,369.01,10,1.514,0.9762,0,22,44
2026-06-12,Produce,13,15,159.15,135.28,15,3.4948,1.7855,1,17,13
2026-06-13,Deli,17,23,497.59,373.19,25,1.3646,1.461,2,28,17
2026-06-14,Grocery,33,27,301.84,256.56,15,0.7575,1.1822,3,10,33
2026-06-15,Produce,25,3,167.68,100.61,40,2.7665,1.9383,4,23,19.83
2026-06-16,Grocery,62,23,253.01,189.76,25,0.8551,1.4076,5,30,43.77
2026-06-17,Deli,62,20,271.47,230.75,15,2.0238,0.6247,6,14,41.33
2026-06-18,Grocery,46,4,454.4,340.8,25,1.072,1.3574,0,8,6.38
2026-06-19,Meat,76,30,47.27,37.82,20,0.9978,1.0484,1,3,50.09
2026-06-20,Produce,19,10,164.18,106.72,35,2.9531,1.7958,2,3,19
2026-06-21,Meat,56,3,357.03,214.22,40,0.6097,1.147,3,12,5.77
2026-06-22,Dairy,51,13,354.9,301.66,15,1.7876,1.7493,4,16,39.02
2026-06-23,Seafood,32,20,50.2,45.18,10,0.9672,0.8571,5,29,24.71
2026-06-24,Produce,15,2,347.42,295.31,15,1.6714,2.0597,6,8,5.01
2026-06-25,Seafood,53,6,172.6,155.34,10,0.3898,0.8629,0,13,6.25
2026-06-26,Grocery,4,19,442.43,398.19,10,0.8201,0.9788,1,13,4
2026-06-27,Meat,37,17,237.98,178.48,25,0.9253,1.3231,2,23,31.94
2026-06-28,Dairy,44,27,317.82,206.58,35,2.0111,1.2281,3,14,44
2026-06-29,Dairy,79,28,34.44,29.27,15,1.6789,1.8874,4,8,79
2026-06-30,Produce,62,10,371.08,296.86,20,1.9163,2.0503,5,21,38.73
2026-07-01,Bakery,7,19,359.01,359.01,0,1.456,0.8543,6,16,7
2026-07-02,Bakery,42,28,168.03,100.82,40,1.3229,1.7917,0,11,42
2026-07-03,Produce,39,2,108.62,86.9,20,1.3814,2.5898,1,22,7.31
2026-07-04,Dairy,10,24,373.99,224.39,40,2.4127,1.2478,2,22,10
2026-07-05,Dairy,32,10,349.86,227.41,35,2.1787,1.1908,3,30,32
2026-07-06,Dairy,78,24,435.94,305.16,30,1.7697,1.9503,4,9,78
2026-07-07,Dairy,68,27,71.84,57.47,20,1.0554,1.5246,5,10,68
2026-07-08,Deli,34,11,323.81,259.05,20,2.3637,1.5274,6,8,34
2026-07-09,Dairy,63,10,468.37,468.37,0,1.6128,1.126,0,9,11.71
2026-07-10,Produce,61,27,99.71,79.77,20,2.0264,2.1803,1,7,61
2026-07-11,Dairy,19,27,180.16,180.16,0,1.2324,1.3054,2,14,19
2026-07-12,Deli,66,18,50.72,38.04,25,0.7671,0.7842,3,23,23.05
2026-07-13,Seafood,41,22,474.49,308.42,35,1.0791,0.8626,4,22,41
2026-07-14,Dairy,50,12,431.53,366.8,15,1.2301,1.9858,5,27,31.55
2026-07-15,Meat,78,3,68.29,54.63,20,0.2531,1.3352,6,14,1.23
2026-07-16,Bakery,31,12,371.38,278.53,25,1.4309,1.5341,0,25,29.9
2026-07-17,Seafood,17,16,183.26,109.96,40,0.7818,1.0475,1,18,17
2026-07-18,Bakery,53,29,230.32,184.26,20,2.1496,2.3763,2,16,53
2026-07-19,Dairy,58,1,82.15,53.4,35,0.3091,2.0854,3,24,2.69
2026-07-20,Produce,71,28,337.14,219.14,35,2.0293,2.3175,4,16,71
2026-07-21,Bakery,8,11,162.35,162.35,0,1.7823,1.5267,5,15,8
2026-07-22,Meat,48,26,342.13,222.38,35,0.7472,0.8927,6,9,40.37
2026-07-23,Produce,6,14,458.63,458.63,0,2.2122,1.9756,0,6,6
2026-07-24,Bakery,39,3,388.51,252.53,35,1.6672,0.7551,1,18,9.03
2026-07-25,Seafood,70,17,262.9,236.61,10,0.4762,0.7213,2,11,11.28
2026-07-26,Seafood,53,29,336.81,218.93,35,1.271,0.7701,3,18,53
2026-07-27,Produce,48,18,67.08,46.96,30,3.1989,3.2648,4,4,48
2026-07-28,Deli,7,21,338.9,220.28,35,0.9859,1.5144,5,15,7
2026-07-29,Grocery,70,6,41.28,24.77,40,0.7938,1.4511,6,8,10.12
2026-07-30,Seafood,73,1,78.32,58.74,25,0.4785,1.0239,0,12,0.4
2026-07-31,Bakery,69,15,131.06,131.06,0,1.9526,2.1702,1,27,29.66
2026-08-01,Grocery,59,20,477.34,334.14,30,1.2142,1.1392,2,9,44.3
2026-08-02,Grocery,13,15,148.6,89.16,40,0.9309,0.9932,3,16,13
